Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Currency_Type
28,Female,PhD,Director of Marketing,6,105000,China,White,CNY
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,China,White,CNY
28,Female,Master's Degree,Marketing Manager,7,110000,UK,White,GBP
34,Male,PhD,Director of Marketing,12,170000,Canada,Asian,CAD
31,Male,Bachelor's Degree,Sales Director,9,140000,USA,African American,USD
24,Female,High School,Sales Associate,1,30000,USA,African American,USD
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,USA,Hispanic,USD
27,Female,Master's Degree,Content Marketing Manager,4,80000,Canada,Asian,CAD
33,Male,PhD,Sales Director,10,155000,Canada,White,CAD
21,Female,High School,Junior Sales Representative,0,25000,UK,White,GBP
36,Male,Bachelor's Degree,Sales Manager,11,160000,UK,Asian,GBP
25,Female,Bachelor's Degree,Marketing Manager,3,65000,China,Korean,CNY
30,Male,Master's Degree,Financial Manager,7,120000,Australia,Asian,AUD
28,Female,PhD,Director of Marketing,6,105000,Australia,Australian,AUD
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,USA,African American,USD
28,Female,Master's Degree,Marketing Manager,7,110000,Australia,Australian,AUD
34,Male,PhD,Director of Marketing,12,170000,China,Chinese,CNY
31,Male,Bachelor's Degree,Sales Director,9,140000,USA,Asian,USD
24,Female,High School,Sales Associate,1,30000,Canada,Black,CAD
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,Australia,Asian,AUD
27,Female,Master's Degree,Content Marketing Manager,4,80000,USA,White,USD
33,Male,PhD,Sales Director,10,155000,Canada,White,CAD
21,Female,High School,Junior Sales Representative,0,25000,Australia,White,AUD
36,Male,Bachelor's Degree,Sales Manager,11,160000,Canada,Black,CAD
25,Female,Bachelor's Degree,Marketing Manager,3,65000,USA,Asian,USD
30,Male,Master's Degree,Financial Manager,7,120000,China,White,CNY
28,Female,PhD,Director of Marketing,6,105000,China,Korean,CNY
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,Canada,White,CAD
28,Female,Master's Degree,Marketing Manager,7,110000,USA,Asian,USD
34,Male,PhD,Director of Marketing,12,170000,UK,Mixed,GBP
31,Male,Bachelor's Degree,Sales Director,9,140000,Australia,White,AUD
24,Female,High School,Sales Associate,1,30000,China,Korean,CNY
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,USA,Hispanic,USD
27,Female,Master's Degree,Content Marketing Manager,4,80000,Canada,Asian,CAD
33,Male,PhD,Sales Director,10,155000,USA,African American,USD
21,Female,High School,Junior Sales Representative,0,25000,Australia,Australian,AUD
36,Male,Bachelor's Degree,Sales Manager,11,160000,Canada,White,CAD
25,Female,Bachelor's Degree,Marketing Manager,3,65000,USA,White,USD
30,Male,Master's Degree,Financial Manager,7,120000,UK,Mixed,GBP
28,Female,PhD,Director of Marketing,6,105000,USA,Asian,USD
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,Australia,White,AUD
28,Female,Master's Degree,Marketing Manager,7,110000,Canada,Asian,CAD
34,Male,PhD,Director of Marketing,12,170000,China,Korean,CNY
31,Male,Bachelor's Degree,Sales Director,9,140000,Australia,White,AUD
24,Female,High School,Sales Associate,1,30000,China,Korean,CNY
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,China,White,CNY
27,Female,Master's Degree,Content Marketing Manager,4,80000,UK,Mixed,GBP
33,Male,PhD,Sales Director,10,155000,Canada,White,CAD
21,Female,High School,Junior Sales Representative,0,25000,China,Korean,CNY
36,Male,Bachelor's Degree,Sales Manager,11,160000,USA,African American,USD
25,Female,Bachelor's Degree,Marketing Manager,3,65000,China,White,CNY
30,Male,Master's Degree,Financial Manager,7,120000,China,White,CNY
28,Female,PhD,Director of Marketing,6,105000,Australia,Asian,AUD
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,USA,Hispanic,USD
28,Female,Master's Degree,Marketing Manager,7,110000,USA,White,USD
34,Male,PhD,Director of Marketing,12,170000,Canada,Asian,CAD
31,Male,Bachelor's Degree,Sales Director,9,140000,UK,Asian,GBP
24,Female,High School,Sales Associate,1,30000,China,Chinese,CNY
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,USA,African American,USD
27,Female,Master's Degree,Content Marketing Manager,4,80000,USA,Asian,USD
33,Male,PhD,Sales Director,10,155000,China,White,CNY
21,Female,High School,Junior Sales Representative,0,25000,USA,African American,USD
36,Male,Bachelor's Degree,Sales Manager,11,160000,USA,Asian,USD
25,Female,Bachelor's Degree,Marketing Manager,3,65000,Canada,Black,CAD
30,Male,Master's Degree,Financial Manager,7,120000,USA,White,USD
28,Female,PhD,Director of Marketing,6,105000,Canada,Asian,CAD
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,UK,Welsh,GBP
28,Female,Master's Degree,Marketing Manager,7,110000,China,Chinese,CNY
34,Male,PhD,Director of Marketing,12,170000,USA,Asian,USD
31,Male,Bachelor's Degree,Sales Director,9,140000,China,Chinese,CNY
24,Female,High School,Sales Associate,1,30000,Canada,Asian,CAD
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,China,Korean,CNY
27,Female,Master's Degree,Content Marketing Manager,4,80000,Canada,Asian,CAD
33,Male,PhD,Sales Director,10,155000,China,Chinese,CNY
21,Female,High School,Junior Sales Representative,0,25000,Australia,Asian,AUD
36,Male,Bachelor's Degree,Sales Manager,11,160000,Canada,Asian,CAD
25,Female,Bachelor's Degree,Marketing Manager,3,65000,Australia,Asian,AUD
30,Male,Master's Degree,Financial Manager,7,120000,USA,White,USD
28,Female,PhD,Director of Marketing,6,105000,Australia,Asian,AUD
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,USA,Hispanic,USD
28,Female,Master's Degree,Marketing Manager,7,110000,China,Korean,CNY
34,Male,PhD,Director of Marketing,12,170000,Canada,Black,CAD
31,Male,Bachelor's Degree,Sales Director,9,140000,China,Korean,CNY
24,Female,High School,Sales Associate,1,30000,UK,Mixed,GBP
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,Australia,Asian,AUD
27,Female,Master's Degree,Content Marketing Manager,4,80000,Australia,Asian,AUD
33,Male,PhD,Sales Director,10,155000,Australia,White,AUD
21,Female,High School,Junior Sales Representative,0,25000,Australia,Australian,AUD
36,Male,Bachelor's Degree,Sales Manager,11,160000,Canada,Black,CAD
25,Female,Bachelor's Degree,Marketing Manager,3,65000,UK,Welsh,GBP
30,Male,Master's Degree,Financial Manager,7,120000,China,Korean,CNY
28,Female,PhD,Director of Marketing,6,105000,USA,Hispanic,USD
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,85000,USA,African American,USD
28,Female,Master's Degree,Marketing Manager,7,110000,UK,Mixed,GBP
34,Male,PhD,Director of Marketing,12,170000,Australia,Asian,AUD
31,Male,Bachelor's Degree,Sales Director,9,140000,China,Chinese,CNY
24,Female,High School,Sales Associate,1,30000,Australia,White,AUD
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,Australia,Australian,AUD
27,Female,Master's Degree,Content Marketing Manager,4,80000,Australia,White,AUD
33,Male,PhD,Sales Director,10,155000,USA,African American,USD
21,Female,High School,Junior Sales Representative,0,25000,China,Chinese,CNY
36,Male,Bachelor's Degree,Sales Manager,11,160000,USA,Asian,USD
23,Male,Bachelor's Degree,Software Engineer,1,60000,China,White,CNY
39,Female,Master's Degree,Marketing Manager,12,150000,Canada,Asian,CAD
28,Male,Bachelor's Degree,Financial Analyst,4,80000,Canada,White,CAD
31,Female,PhD,Research Scientist,8,120000,Canada,White,CAD
35,Male,Bachelor's Degree,Project Manager,10,130000,Canada,Black,CAD
27,Female,Bachelor's Degree,Graphic Designer,2,50000,USA,Hispanic,USD
42,Male,Master's Degree,Senior Software Engineer,18,180000,China,Korean,CNY
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000,Canada,Asian,CAD
33,Male,Bachelor's Degree,Marketing Manager,7,110000,Australia,Asian,AUD
24,Female,High School,Sales Associate,0,25000,UK,White,GBP
30,Male,Master's Degree,Financial Analyst,6,100000,UK,White,GBP
26,Female,Bachelor's Degree,Social Media Manager,3,55000,USA,African American,USD
32,Male,PhD,Data Scientist,9,140000,UK,Asian,GBP
22,Female,High School,Receptionist,0,25000,UK,Asian,GBP
37,Male,Bachelor's Degree,Product Manager,12,150000,UK,Welsh,GBP
38,Female,Master's Degree,Marketing Director,14,170000,Australia,White,AUD
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,Australia,Asian,AUD
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,China,Korean,CNY
27,Male,Bachelor's Degree,Product Designer,3,60000,USA,African American,USD
34,Female,PhD,Research Director,10,150000,Australia,Asian,AUD
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,Australia,White,AUD
31,Female,Master's Degree,Financial Manager,7,120000,UK,Mixed,GBP
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,China,White,CNY
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,China,Chinese,CNY
27,Male,Bachelor's Degree,Product Designer,3,60000,Canada,Black,CAD
34,Female,PhD,Research Director,10,150000,USA,Asian,USD
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,China,White,CNY
31,Female,Master's Degree,Financial Manager,7,120000,Australia,Australian,AUD
23,Male,Bachelor's Degree,Software Engineer,1,60000,Australia,Asian,AUD
39,Female,Master's Degree,Marketing Manager,12,150000,Australia,Australian,AUD
28,Male,Bachelor's Degree,Financial Analyst,4,80000,China,White,CNY
31,Female,PhD,Research Scientist,8,120000,Canada,Black,CAD
35,Male,Bachelor's Degree,Project Manager,10,130000,UK,Asian,GBP
27,Female,Bachelor's Degree,Graphic Designer,2,50000,UK,Asian,GBP
42,Male,Master's Degree,Senior Software Engineer,18,180000,UK,Asian,GBP
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000,USA,Hispanic,USD
33,Male,Bachelor's Degree,Marketing Manager,7,110000,Canada,Asian,CAD
24,Female,High School,Sales Associate,0,25000,Canada,Black,CAD
30,Male,Master's Degree,Financial Analyst,6,100000,China,White,CNY
26,Female,Bachelor's Degree,Social Media Manager,3,55000,USA,African American,USD
32,Male,PhD,Data Scientist,9,140000,USA,Asian,USD
22,Female,High School,Receptionist,0,25000,UK,White,GBP
37,Male,Bachelor's Degree,Product Manager,12,150000,Canada,Asian,CAD
38,Female,Master's Degree,Marketing Director,14,170000,Canada,Black,CAD
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,UK,Mixed,GBP
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,Canada,Black,CAD
27,Male,Bachelor's Degree,Product Designer,3,60000,China,Korean,CNY
34,Female,PhD,Research Director,10,150000,China,White,CNY
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,Australia,Australian,AUD
31,Female,Master's Degree,Financial Manager,7,120000,Canada,Asian,CAD
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,Australia,Australian,AUD
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,Australia,White,AUD
27,Male,Bachelor's Degree,Product Designer,3,60000,USA,African American,USD
34,Female,PhD,Research Director,10,150000,USA,Asian,USD
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,UK,White,GBP
31,Female,Master's Degree,Financial Manager,7,120000,Australia,White,AUD
23,Male,Bachelor's Degree,Software Engineer,1,60000,Australia,Australian,AUD
39,Female,Master's Degree,Marketing Manager,12,150000,China,Chinese,CNY
28,Male,Bachelor's Degree,Financial Analyst,4,80000,China,Korean,CNY
31,Female,PhD,Research Scientist,8,120000,China,White,CNY
35,Male,Bachelor's Degree,Project Manager,10,130000,USA,White,USD
27,Female,Bachelor's Degree,Graphic Designer,2,50000,China,Korean,CNY
42,Male,Master's Degree,Senior Software Engineer,18,180000,Canada,Asian,CAD
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000,Canada,Asian,CAD
33,Male,Bachelor's Degree,Marketing Manager,7,110000,Canada,Black,CAD
24,Female,High School,Sales Associate,0,25000,USA,Hispanic,USD
30,Male,Master's Degree,Financial Analyst,6,100000,Canada,Black,CAD
26,Female,Bachelor's Degree,Social Media Manager,3,55000,Australia,Asian,AUD
32,Male,PhD,Data Scientist,9,140000,Canada,White,CAD
22,Female,High School,Receptionist,0,25000,USA,White,USD
37,Male,Bachelor's Degree,Product Manager,12,150000,USA,Asian,USD
38,Female,Master's Degree,Marketing Director,14,170000,Australia,White,AUD
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,China,Chinese,CNY
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,Canada,Asian,CAD
27,Male,Bachelor's Degree,Product Designer,3,60000,China,Korean,CNY
34,Female,PhD,Research Director,10,150000,UK,Welsh,GBP
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,UK,Asian,GBP
31,Female,Master's Degree,Financial Manager,7,120000,USA,Asian,USD
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,China,Chinese,CNY
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,China,Korean,CNY
27,Male,Bachelor's Degree,Product Designer,3,60000,UK,Asian,GBP
34,Female,PhD,Research Director,10,150000,China,Korean,CNY
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,UK,Welsh,GBP
31,Female,Master's Degree,Financial Manager,7,120000,Canada,Black,CAD
23,Male,Bachelor's Degree,Software Engineer,1,60000,USA,Hispanic,USD
39,Female,Master's Degree,Marketing Manager,12,150000,UK,Asian,GBP
28,Male,Bachelor's Degree,Financial Analyst,4,80000,China,Korean,CNY
31,Female,PhD,Research Scientist,8,120000,Australia,Asian,AUD
35,Male,Bachelor's Degree,Project Manager,10,130000,China,White,CNY
27,Female,Bachelor's Degree,Graphic Designer,2,50000,USA,Hispanic,USD
42,Male,Master's Degree,Senior Software Engineer,18,180000,USA,Asian,USD
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000,UK,Welsh,GBP
33,Male,Bachelor's Degree,Marketing Manager,7,110000,USA,Asian,USD
24,Female,High School,Sales Associate,0,25000,Canada,White,CAD
30,Male,Master's Degree,Financial Analyst,6,100000,Australia,Australian,AUD
26,Female,Bachelor's Degree,Social Media Manager,3,55000,Canada,White,CAD
32,Male,PhD,Data Scientist,9,140000,China,Chinese,CNY
22,Female,High School,Receptionist,0,25000,Canada,Asian,CAD
37,Male,Bachelor's Degree,Product Manager,12,150000,USA,White,USD
38,Female,Master's Degree,Marketing Director,14,170000,USA,Hispanic,USD
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,USA,African American,USD
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,UK,Welsh,GBP
27,Male,Bachelor's Degree,Product Designer,3,60000,UK,Welsh,GBP
34,Female,PhD,Research Director,10,150000,UK,Mixed,GBP
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,Canada,Asian,CAD
31,Female,Master's Degree,Financial Manager,7,120000,China,White,CNY
25,Male,Bachelor's Degree,Junior Software Engineer,1,55000,China,Korean,CNY
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,USA,Hispanic,USD
27,Male,Bachelor's Degree,Product Designer,3,60000,Australia,Australian,AUD
34,Female,PhD,Research Director,10,150000,USA,Asian,USD
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,UK,White,GBP
31,Female,Master's Degree,Financial Manager,7,120000,Canada,Black,CAD
23,Male,Bachelor's Degree,Software Engineer,1,60000,China,Chinese,CNY
39,Female,Master's Degree,Marketing Manager,12,150000,USA,Asian,USD
28,Male,Bachelor's Degree,Financial Analyst,4,80000,Canada,Black,CAD
31,Female,PhD,Research Scientist,8,120000,Canada,Asian,CAD
35,Male,Bachelor's Degree,Project Manager,10,130000,Australia,Australian,AUD
27,Female,Bachelor's Degree,Graphic Designer,2,50000,UK,Asian,GBP
42,Male,Master's Degree,Senior Software Engineer,18,180000,UK,Mixed,GBP
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,60000,Canada,White,CAD
33,Male,Bachelor's Degree,Marketing Manager,7,110000,Australia,Asian,AUD
24,Female,High School,Sales Associate,0,25000,Canada,Asian,CAD
30,Male,Master's Degree,Financial Analyst,6,100000,Australia,Asian,AUD
28,Male,Bachelor's Degree,Software Engineer,3,85000,Canada,Asian,CAD
36,Female,Master's Degree,Marketing Director,11,160000,China,White,CNY
25,Male,Bachelor's Degree,Financial Analyst,1,55000,USA,Hispanic,USD
29,Female,PhD,Data Scientist,5,100000,China,Korean,CNY
33,Male,Bachelor's Degree,Project Manager,8,120000,Canada,Asian,CAD
27,Female,Bachelor's Degree,Graphic Designer,2,50000,UK,Welsh,GBP
43,Male,Master's Degree,Senior Software Engineer,19,185000,UK,Welsh,GBP
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,Australia,Australian,AUD
34,Male,Bachelor's Degree,Marketing Manager,9,130000,China,Korean,CNY
25,Female,High School,Sales Associate,0,25000,Canada,White,CAD
31,Male,Master's Degree,Financial Analyst,6,100000,China,Chinese,CNY
27,Female,Bachelor's Degree,Social Media Manager,3,55000,Canada,Black,CAD
33,Male,PhD,Research Scientist,10,150000,Australia,White,AUD
23,Female,High School,Receptionist,0,25000,Australia,Australian,AUD
38,Male,Bachelor's Degree,Product Manager,13,160000,Australia,Asian,AUD
39,Female,Master's Degree,Marketing Manager,14,170000,Canada,Black,CAD
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,Australia,Asian,AUD
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,Canada,White,CAD
28,Male,Bachelor's Degree,Product Designer,3,60000,UK,White,GBP
35,Female,PhD,Research Director,11,160000,UK,Welsh,GBP
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,UK,White,GBP
32,Female,Master's Degree,Financial Manager,8,120000,UK,Welsh,GBP
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,China,White,CNY
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,Canada,Black,CAD
28,Male,Bachelor's Degree,Product Designer,3,60000,USA,African American,USD
35,Female,PhD,Research Director,11,160000,Canada,Black,CAD
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,China,Chinese,CNY
32,Female,Master's Degree,Financial Manager,8,120000,Australia,Australian,AUD
28,Male,Bachelor's Degree,Software Engineer,3,85000,UK,Welsh,GBP
36,Female,Master's Degree,Marketing Director,11,160000,USA,White,USD
25,Male,Bachelor's Degree,Financial Analyst,1,55000,Canada,White,CAD
29,Female,PhD,Data Scientist,5,100000,USA,African American,USD
33,Male,Bachelor's Degree,Project Manager,8,120000,Australia,Asian,AUD
27,Female,Bachelor's Degree,Graphic Designer,2,50000,China,Chinese,CNY
43,Male,Master's Degree,Senior Software Engineer,19,185000,UK,Mixed,GBP
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,China,Chinese,CNY
34,Male,Bachelor's Degree,Marketing Manager,9,130000,UK,Asian,GBP
25,Female,High School,Sales Associate,0,25000,Australia,Asian,AUD
31,Male,Master's Degree,Financial Analyst,6,100000,Australia,White,AUD
27,Female,Bachelor's Degree,Social Media Manager,3,55000,USA,Hispanic,USD
33,Male,PhD,Research Scientist,10,150000,China,White,CNY
23,Female,High School,Receptionist,0,25000,UK,White,GBP
38,Male,Bachelor's Degree,Product Manager,13,160000,Canada,Asian,CAD
39,Female,Master's Degree,Marketing Manager,14,170000,Australia,White,AUD
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,Canada,Asian,CAD
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,China,Korean,CNY
28,Male,Bachelor's Degree,Product Designer,3,60000,UK,Welsh,GBP
35,Female,PhD,Research Director,11,160000,UK,Welsh,GBP
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,USA,Hispanic,USD
32,Female,Master's Degree,Financial Manager,8,120000,Australia,Australian,AUD
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,China,White,CNY
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,Canada,White,CAD
28,Male,Bachelor's Degree,Product Designer,3,60000,UK,White,GBP
35,Female,PhD,Research Director,11,160000,China,Chinese,CNY
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,USA,Asian,USD
32,Female,Master's Degree,Financial Manager,8,120000,UK,Welsh,GBP
28,Male,Bachelor's Degree,Software Engineer,3,85000,Canada,Asian,CAD
36,Female,Master's Degree,Marketing Director,11,160000,Canada,Black,CAD
25,Male,Bachelor's Degree,Financial Analyst,1,55000,USA,African American,USD
29,Female,PhD,Data Scientist,5,100000,USA,African American,USD
33,Male,Bachelor's Degree,Project Manager,8,120000,Canada,White,CAD
27,Female,Bachelor's Degree,Graphic Designer,2,50000,Canada,Asian,CAD
43,Male,Master's Degree,Senior Software Engineer,19,185000,China,Chinese,CNY
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,Australia,Australian,AUD
34,Male,Bachelor's Degree,Marketing Manager,9,130000,Canada,Asian,CAD
25,Female,High School,Sales Associate,0,25000,USA,African American,USD
31,Male,Master's Degree,Financial Analyst,6,100000,China,Chinese,CNY
27,Female,Bachelor's Degree,Social Media Manager,3,55000,China,Chinese,CNY
33,Male,PhD,Research Scientist,10,150000,Canada,Black,CAD
23,Female,High School,Receptionist,0,25000,China,White,CNY
38,Male,Bachelor's Degree,Product Manager,13,160000,Australia,Australian,AUD
39,Female,Master's Degree,Marketing Manager,14,170000,USA,Asian,USD
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,USA,White,USD
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,UK,Welsh,GBP
28,Male,Bachelor's Degree,Product Designer,3,60000,UK,Mixed,GBP
35,Female,PhD,Research Director,11,160000,USA,African American,USD
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,UK,White,GBP
32,Female,Master's Degree,Financial Manager,8,120000,UK,Mixed,GBP
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,USA,Hispanic,USD
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,Australia,White,AUD
28,Male,Bachelor's Degree,Product Designer,3,60000,UK,White,GBP
35,Female,PhD,Research Director,11,160000,UK,Welsh,GBP
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,Australia,Asian,AUD
32,Female,Master's Degree,Financial Manager,8,120000,USA,White,USD
28,Male,Bachelor's Degree,Software Engineer,3,85000,USA,Asian,USD
36,Female,Master's Degree,Marketing Director,11,160000,China,White,CNY
25,Male,Bachelor's Degree,Financial Analyst,1,55000,Canada,Asian,CAD
29,Female,PhD,Data Scientist,5,100000,USA,Hispanic,USD
33,Male,Bachelor's Degree,Project Manager,8,120000,USA,White,USD
27,Female,Bachelor's Degree,Graphic Designer,2,50000,USA,Hispanic,USD
43,Male,Master's Degree,Senior Software Engineer,19,185000,China,White,CNY
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,China,White,CNY
34,Male,Bachelor's Degree,Marketing Manager,9,130000,China,Korean,CNY
25,Female,High School,Sales Associate,0,25000,Canada,Black,CAD
31,Male,Master's Degree,Financial Analyst,6,100000,Australia,Australian,AUD
27,Female,Bachelor's Degree,Social Media Manager,3,55000,USA,African American,USD
33,Male,PhD,Research Scientist,10,150000,USA,White,USD
23,Female,High School,Receptionist,0,25000,China,Chinese,CNY
38,Male,Bachelor's Degree,Product Manager,13,160000,China,Korean,CNY
39,Female,Master's Degree,Marketing Manager,14,170000,Canada,Black,CAD
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,UK,Welsh,GBP
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,USA,Asian,USD
28,Male,Bachelor's Degree,Product Designer,3,60000,USA,Asian,USD
35,Female,PhD,Research Director,11,160000,Australia,Asian,AUD
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,Australia,Australian,AUD
32,Female,Master's Degree,Financial Manager,8,120000,Australia,White,AUD
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,Australia,Australian,AUD
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,UK,White,GBP
28,Male,Bachelor's Degree,Product Designer,3,60000,Canada,Black,CAD
35,Female,PhD,Research Director,11,160000,Canada,White,CAD
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,Australia,White,AUD
32,Female,Master's Degree,Financial Manager,8,120000,UK,Mixed,GBP
28,Male,Bachelor's Degree,Software Engineer,3,85000,Canada,Asian,CAD
36,Female,Master's Degree,Marketing Director,11,160000,Australia,Australian,AUD
25,Male,Bachelor's Degree,Financial Analyst,1,55000,Australia,Asian,AUD
29,Female,PhD,Data Scientist,5,100000,USA,Asian,USD
33,Male,Bachelor's Degree,Project Manager,8,120000,UK,Mixed,GBP
27,Female,Bachelor's Degree,Graphic Designer,2,50000,Australia,White,AUD
43,Male,Master's Degree,Senior Software Engineer,19,185000,Canada,Asian,CAD
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,China,Korean,CNY
34,Male,Bachelor's Degree,Marketing Manager,9,130000,Australia,Asian,AUD
25,Female,High School,Sales Associate,0,25000,USA,Asian,USD
31,Male,Master's Degree,Financial Analyst,6,100000,UK,Welsh,GBP
27,Female,Bachelor's Degree,Social Media Manager,3,55000,Canada,Black,CAD
33,Male,PhD,Research Scientist,10,150000,China,White,CNY
27,Male,Bachelor's Degree,Software Engineer,3,85000,UK,Asian,GBP
35,Female,Master's Degree,Marketing Director,11,160000,Canada,Asian,CAD
24,Male,Bachelor's Degree,Financial Analyst,1,55000,UK,White,GBP
28,Female,PhD,Data Scientist,5,100000,USA,Asian,USD
32,Male,Bachelor's Degree,Project Manager,8,120000,USA,African American,USD
26,Female,Bachelor's Degree,Graphic Designer,2,50000,USA,Hispanic,USD
41,Male,Master's Degree,Senior Software Engineer,19,185000,China,White,CNY
29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,Canada,White,CAD
33,Male,Bachelor's Degree,Marketing Manager,9,130000,USA,African American,USD
24,Female,High School,Sales Associate,0,25000,Canada,Black,CAD
30,Male,Master's Degree,Financial Analyst,6,100000,UK,Welsh,GBP
26,Female,Bachelor's Degree,Social Media Manager,3,55000,USA,African American,USD
32,Male,PhD,Research Scientist,10,150000,Australia,Asian,AUD
22,Female,High School,Receptionist,0,25000,Canada,Black,CAD
37,Male,Bachelor's Degree,Product Manager,13,160000,UK,Asian,GBP
38,Female,Master's Degree,Marketing Manager,14,170000,Australia,Australian,AUD
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,UK,Asian,GBP
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,Australia,Asian,AUD
29,Male,Bachelor's Degree,Product Designer,3,60000,China,Chinese,CNY
34,Female,PhD,Research Director,11,160000,China,Korean,CNY
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,Canada,Asian,CAD
31,Female,Master's Degree,Financial Manager,8,120000,Canada,White,CAD
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,UK,Asian,GBP
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,USA,Asian,USD
29,Male,Bachelor's Degree,Product Designer,3,60000,Australia,Asian,AUD
34,Female,PhD,Research Director,11,160000,Australia,White,AUD
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,China,Chinese,CNY
31,Female,Master's Degree,Financial Manager,8,120000,Canada,Black,CAD
27,Male,Bachelor's Degree,Software Engineer,3,85000,China,White,CNY
35,Female,Master's Degree,Marketing Director,11,160000,China,White,CNY
24,Male,Bachelor's Degree,Financial Analyst,1,55000,USA,White,USD
28,Female,PhD,Data Scientist,5,100000,UK,Asian,GBP
32,Male,Bachelor's Degree,Project Manager,8,120000,Australia,Asian,AUD
26,Female,Bachelor's Degree,Graphic Designer,2,50000,Australia,Asian,AUD
41,Male,Master's Degree,Senior Software Engineer,19,185000,Australia,White,AUD
